"Row.names","A244T_1","A244T_2","A244T_3","N274Y_1","N274Y_2","N274Y_3","N445K_1","N445K_2","N445K_3","P421L_1","P421L_2","P421L_3","tRNA_1","tRNA_2","tRNA_3","WT_1","WT_2","WT_3","newanno"
"Bcen2424_0190",10.9550226846603,11.4565564195589,11.3477224347751,9.50368789386633,9.54558461290508,9.20303291044104,9.02505070392056,9.13362627974308,11.4717904928206,8.91069333587183,8.57274556463539,9.06901122368275,10.8188364390372,8.52978122324231,10.8488051345761,9.92657144036665,8.71630679071865,8.94322421453421,"hypothetical protein"
"Bcen2424_0251",8.63574223337006,8.38857753197655,8.66344579304964,10.1467887993975,8.69857318469098,10.5296844704443,10.3172136337272,10.3130126691495,8.12762562769534,10.2064623341854,10.2778852049579,10.1687920907499,8.2986443175641,9.79722921215581,8.08786059205763,9.40411602237381,9.6118893599785,9.66880344093057,"flagellar transcriptional regulator FlhD"
"Bcen2424_0252",7.93513323940834,7.51403611391868,8.09747406937361,9.10501665820702,7.59622499723775,9.6022770873855,9.56272896913958,9.5472351690281,7.33250389560283,9.39830586467776,9.22941415094521,9.20672714965653,7.55587363614959,8.82462728229082,7.33698059014705,8.56189095444312,8.58341057887769,8.5599292581994,"flagellar transcriptional regulator FlhC"
"Bcen2424_0737",13.4934253809608,15.2564576123273,15.0656780771875,11.9929663463727,12.5510672371805,11.9218828968961,15.0243079518298,14.9424993264004,15.5774856963397,13.504437624575,15.7953748249224,12.0786411590216,14.9589570275238,14.4013645987932,15.4994657699121,15.7917745434455,15.4610162481534,15.3382615834569,"NO-inducible flavohemoprotein"
"Bcen2424_0752",16.7586599490506,17.1306518516732,17.0286801328169,15.8388629201609,15.181784333393,15.513193976579,15.1117003661112,15.2513415341883,17.0757180106961,15.3162041316559,15.0915130904907,15.4091141901391,16.4965943840855,14.6185533744018,16.407136827661,15.729824546769,14.7083506484389,14.8042417487822,"molecular chaperone DnaK"
"Bcen2424_1191",12.7190801399108,13.1955755294296,13.0073993718566,12.0147966368469,11.4369546520896,11.6635239668629,11.1411993513882,11.4581348504578,13.3230380071428,11.3136230686117,11.0972978676616,11.4500335861,12.6448775358519,11.103790705797,12.6217921880953,11.6370911409991,11.188712028326,11.3938871780001,"SDR family oxidoreductase"
"Bcen2424_1262",12.8051539148072,13.9056297550844,13.3001037243625,12.2565287132913,12.6905048677857,12.3342556414015,11.40425177535,11.6218503315509,13.8000680000434,11.3305347829563,11.5600051147706,11.7274032885124,12.9171768026525,10.5743066002576,12.976516344822,11.842839164812,10.6596177360729,11.1445159416995,"Hsp20/alpha crystallin family protein"
"Bcen2424_1263",12.683375692779,13.8777164990735,12.9754620168198,11.9528078460206,12.3224942353885,11.9792910419304,11.189954520419,11.4002251815912,13.6510234176194,11.1876971057153,11.317975034016,11.5423091858522,12.6441125502534,10.2151190823699,12.7031392934528,11.5479112033039,10.5054390736756,10.8335868254039,"Hsp20/alpha crystallin family protein"
"Bcen2424_1532",8.24544055373043,8.51221299397111,7.98653238802659,6.87761273236717,7.68437194176556,7.2591533971773,7.10521233312323,7.18711636302318,8.93969938002142,6.89787547176997,6.84830994018638,6.81679780164993,9.35651560307892,7.66868810197863,9.46743872951037,8.47729584429124,7.36002765593447,7.16869153236704,"hypothetical protein"
"Bcen2424_1847",16.0566144634993,16.6751595182791,16.3021805208583,15.1740062551497,14.6802512801697,14.8063327714918,14.2098362923636,14.34917577967,16.5320452600047,14.4121087456223,14.2891760741908,14.7392749824417,15.8280840241169,13.6375572614867,15.7455523271324,14.6946535048976,13.712557294189,13.9468981175336,"ATP-dependent chaperone ClpB"
"Bcen2424_2119",9.50104327359458,10.0176497223948,9.48860555786901,8.45697857037002,9.2585629762177,8.70405061884961,8.92699219685463,8.8078699874309,10.3569511891032,8.43254017655575,9.31507569097365,8.18777233403304,10.893564766174,8.98659177062132,10.9465092472069,9.99654250219128,8.68192139161875,8.54338523434195,"glycine zipper 2TM domain-containing protein"
"Bcen2424_2566",12.2021156252677,12.7187479266325,12.7223414674344,11.5803693611749,11.0429987139096,11.0448445575537,10.70426898167,10.9073910291427,12.6801485210703,10.8201725877346,10.676262053094,11.0355842618562,11.9829991852687,10.2983396629085,11.9048143330394,11.3137881017152,10.276761864425,10.4550320975371,"thioredoxin"
"Bcen2424_2771",9.09111465331947,9.23017903192414,9.45922998217589,8.3218450486531,8.13991092259376,8.65581510936409,10.7268246361567,10.7159471173924,9.32813313094995,8.92717757927213,9.97979541853344,9.00645419580826,9.59173897187506,10.1277864145526,9.44116137548334,10.6101602474287,10.3913960600221,10.461224934902,"acetoacetyl-CoA reductase"
"Bcen2424_2915",14.423508007379,15.0261638635459,14.9835105507908,13.9829752503955,13.6648837371111,13.3344411434693,12.9483105018322,13.1224934100909,15.0401914079077,13.1856517845732,12.9824637331699,13.4979773167899,14.6072878542615,12.7911469908981,14.4219792221644,13.6100032940137,12.8522589077225,13.1190392405499,"DUF3567 domain-containing protein"
"Bcen2424_3091",12.5790659973323,13.1715049908268,13.1389307544609,11.4700595048309,10.7352567558069,11.0947511620815,10.9649622750473,11.2628051278316,13.032402153395,10.9880890506195,10.6235299008168,11.1716468033976,12.5723293529861,10.4891673182059,12.5600340799369,11.6479332811583,10.8078253977888,10.8419732008298,"ATP-dependent protease subunit HslV"
"Bcen2424_3092",14.6176832613705,15.0472315297055,14.815679409255,13.1660676103011,12.474987676773,12.8247622150674,12.7398407971444,12.8957391589863,14.9663732890367,12.6776902130459,12.4498922852039,12.7207173794655,14.3836580339816,12.3249507416902,14.2792988530175,13.537608664539,12.47134920321,12.5602755026409,"ATP-dependent protease ATPase subunit HslU"
"Bcen2424_3178",10.4324058009291,10.4658748315162,10.2888748355967,9.24719375909129,9.66723709107192,9.52805367441099,11.6340703750806,11.4864547803074,10.4976531891675,10.4930864629764,11.1624020831804,9.96420148419103,11.1125082979908,11.242519427671,10.9743402777297,11.8822319081056,11.7610642258499,11.6569099316167,"hypothetical protein"
"Bcen2424_3182",9.7473366472902,9.9904107812384,10.1718649125314,9.21600198375232,9.10301407739585,9.42016895000942,11.4126133410218,11.4751108718642,10.2394315606877,10.3222951655877,11.7478689018716,9.75772881190515,10.2089609595675,10.7388105095781,10.3795130603507,12.1985203969631,11.1081651272582,11.5132304833799,"aspartate aminotransferase family protein"
"Bcen2424_3183",9.43503026806492,9.71669983625787,9.85008750516546,8.93305503420016,9.00692150208468,9.17204396146593,11.057725937553,11.1926714989741,9.86243168078801,10.0751701710799,11.4752516000058,9.48563140936046,9.89420673086535,10.4208378719799,10.1633127226652,11.9666802721127,10.7666033090807,11.0990370608854,"condensation protein"
"Bcen2424_3184",8.11966948946257,8.35304367622693,9.46367921210453,7.27940354002834,7.08790434633272,7.3807580356344,10.0354966295557,10.1433974662519,8.9244625586543,8.32935895561674,9.98430531158785,7.45513316062687,8.88234688021588,9.27931109915424,9.36036666527359,11.4399003860364,9.87212383865803,10.5499480857749,"DUF3050 domain-containing protein"
"Bcen2424_3185",6.15900124668284,6.19242461316563,7.03785042914552,5.39263899555638,5.59876955465688,5.57882635214758,7.7723603717277,7.88893273041878,6.78780516882417,6.11010970657056,7.61809874484488,5.29788814034681,6.62407822269799,7.00462344072012,7.08706510446508,8.86810877594034,7.3959802501237,7.99453397519543,"hypothetical protein"
"Bcen2424_3186",8.09039449292225,8.39883009267639,9.30947090563436,7.23280513549492,7.26725252513275,7.52296877907076,10.1069868540804,10.2345169500494,8.94336316051293,8.45252373148644,10.0535665726178,7.44869227108654,8.7057373969925,9.24152860319284,9.32715642826494,11.1897680347451,9.79865572645341,10.4622843778408,"hypothetical protein"
"Bcen2424_3187",9.52601726392253,9.7854775487843,10.3995815047764,9.1262912822805,8.99652190575758,9.16936156967593,11.128399198816,11.2680265819883,10.2909414342176,9.73103121783584,11.019909568727,9.22863980288774,10.0442491406383,10.4488673186487,10.5142182117128,12.1529269085923,10.9750596227366,11.6489752385882,"non-ribosomal peptide synthetase"
"Bcen2424_3188",9.45907676466763,9.65942615876358,10.1661540158117,8.61410116779909,8.28036637842101,8.67217958040987,10.599457855817,10.6907421048075,10.2521528890112,9.19092514221514,10.191765294691,8.64920559189966,10.1634402995038,10.3724809215491,10.4182887773016,12.1018549899685,10.7629223852646,11.6379880347654,"SRPBCC family protein"
"Bcen2424_4132",12.3344549526358,12.9807147205905,12.6819246524235,11.59548966347,11.1263094751428,11.1545127137971,10.715756222046,11.0069085526259,13.1566035709167,10.8348006883588,10.5710734333828,11.1455612006311,12.3426373484991,10.2157625759379,12.2834727224557,11.1951211407707,10.4357556106247,10.7372638946943,"sigma-70 family RNA polymerase sigma factor"
"Bcen2424_4299",11.181649200941,11.3648693713296,11.4301797601389,9.85655958116581,11.2932552390903,9.64085424518605,9.39417552339892,9.45045201562157,11.3778789420746,9.91461497292251,9.82915999594333,9.75278262665355,11.3475369830387,10.45992228065,11.4656675876109,10.2273340654968,10.494261918443,9.87059605287611,"LysE family translocator"
"Bcen2424_4447",11.7805231828369,11.7986545013983,11.861057660533,12.6534618996899,13.1543360897339,12.0180090223386,11.0184984729071,11.0841031720785,11.3419188474238,12.582673291755,12.7303445626508,13.0433519711557,11.2451571234341,11.0798889815223,10.9406864046528,10.9307525955496,10.6111570083878,10.6996910909317,"isocitrate lyase"
"Bcen2424_5874",14.7364250676605,14.6206113060234,14.5694301762424,14.4361388114068,13.7548002871785,14.7384605921601,16.3177575591882,16.2832672730664,14.4381281483914,15.5831799161258,16.1048633116472,15.0823295694301,14.8685115445605,15.8942060707108,14.6083501727358,16.2618306398328,15.9630327779064,15.9763474396287,"inclusion body protein"
