"Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","newanno","mutant","comparedTo"
"Bcen2424_0001",1754.653391924,0.420217746997468,0.138775270515228,3.02804487742906,0.00246141531010589,0.0272806863536736,"chromosomal replication initiator protein DnaA","A244T","N274Y"
"Bcen2424_0002",8399.57200569525,0.537726853873857,0.198752295964721,2.7055126647156,0.00681990476983076,0.051221004627068,"DNA polymerase III subunit beta","A244T","N274Y"
"Bcen2424_0003",11133.2385865137,0.730493405438126,0.224686934841101,3.25116102524934,0.00114934741173897,0.0177172987809573,"DNA topoisomerase (ATP-hydrolyzing) subunit B","A244T","N274Y"
"Bcen2424_0031",34.0654559504624,-0.691285269916048,0.258018922896763,-2.67920376596813,0.00737974698495551,0.0543265313883335,"sensor histidine kinase","A244T","N274Y"
"Bcen2424_0046",656.372475664468,-0.794100954276269,0.241536151754804,-3.28771054977477,0.00101005629112438,0.0163363772241299,"type II toxin-antitoxin system prevent-host-death family antitoxin","A244T","N274Y"
"Bcen2424_0047",149.967938672382,-0.44805220318343,0.163586434535398,-2.73893250657333,0.00616390259545042,0.0486897222974875,"DHA2 family efflux MFS transporter permease subunit","A244T","N274Y"
"Bcen2424_0048",440.983677561236,-0.386805613360781,0.122584332221131,-3.15542456651817,0.0016026470266376,0.0217192851785318,"MarR family transcriptional regulator","A244T","N274Y"
"Bcen2424_0049",374.621308699805,-0.708271563974801,0.270147944741744,-2.62179142118551,0.00874689449379352,0.0580992910685309,"multidrug ABC transporter ATPase/permease","A244T","N274Y"
"Bcen2424_0070",3672.60196912762,0.277971902345222,0.114028421445422,2.43774226479378,0.0147793072217015,0.0819814335605343,"winged helix-turn-helix transcriptional regulator","A244T","N274Y"
"Bcen2424_0073",652.338712361518,0.579401033088623,0.23789803932699,2.43550150613994,0.0148711626901054,0.082270010823015,"SET domain-containing protein-lysine N-methyltransferase","A244T","N274Y"
"Bcen2424_0076",546.69661941064,0.338281456058901,0.123366666548359,2.74208151621164,0.00610511885584138,0.0484260398565282,"DUF3717 domain-containing protein","A244T","N274Y"
"Bcen2424_0082",165.385030919509,-0.395667465092426,0.148937217878207,-2.6566057210494,0.0078931697587938,0.0560639905694311,"choline dehydrogenase","A244T","N274Y"
"Bcen2424_0100",1904.64194632711,0.410161910297698,0.17350299275944,2.36400481498543,0.0180785776188637,0.0938215838496204,"F0F1 ATP synthase subunit A","A244T","N274Y"
